manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_has_gas,engine_type,engine_capacity,body_type,has_warranty,state,drivetrain,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,duration_listed,price_usd
Ford,Escape,automatic,silver,13500,2016,gasoline,FALSE,gasoline,1.5,suv,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,57,17900
Volvo,XC90,automatic,black,277000,2011,gasoline,FALSE,gasoline,3.2,suv,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,152,16077.02
Opel,Agila,mechanical,silver,201537,2000,gasoline,FALSE,gasoline,1.2,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6,3300
Mercedes-Benz,GL450,automatic,brown,300000,2008,gasoline,FALSE,gasoline,4.7,suv,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,14,11500
Audi,A8,automatic,blue,307000,2004,gasoline,FALSE,gasoline,4.2,sedan,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,172,6500
Renault,Megane Scenic,mechanical,silver,200000,2010,gasoline,FALSE,gasoline,1.4,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,110,8700
Renault,Laguna,mechanical,white,201000,2007,diesel,FALSE,diesel,1.9,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,147,5500
Pontiac,G6,automatic,grey,135000,2006,gasoline,FALSE,gasoline,2.4,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,3500
Honda,Accord,automatic,silver,386000,1999,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,50,3000
Fiat,Stilo,mechanical,blue,300500,2005,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,18,4400
Volvo,S80,mechanical,silver,98000,1999,gas,TRUE,gasoline,2,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,95,3900
Mercedes-Benz,Sprinter,mechanical,white,456000,2002,diesel,FALSE,diesel,2.2,minibus,FALSE,owned,rear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,11000
Mercedes-Benz,C200,mechanical,silver,360000,2002,diesel,FALSE,diesel,2.2,universal,FALSE,owned,rear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,69,4400
Volkswagen,Passat,mechanical,red,123456,1992,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,900
Citroen,Xantia,mechanical,silver,410000,1995,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,26,2300
Ford,Scorpio,mechanical,silver,450000,1990,gas,TRUE,gasoline,2,sedan,FALSE,owned,rear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,526.89
Ford,S-Max,mechanical,black,206000,2011,diesel,FALSE,diesel,1.6,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,147,11400
Opel,Zafira,mechanical,silver,395000,2002,diesel,FALSE,diesel,2,minivan,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,4600
Renault,Espace,mechanical,blue,370000,2002,diesel,FALSE,diesel,2.2,minivan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,3600
Chrysler,Stratus,automatic,green,284000,1996,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,52,2450
Mazda,6,automatic,other,281635,2006,gasoline,FALSE,gasoline,2.3,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,97,5100
Audi,A5,mechanical,grey,168000,2011,diesel,FALSE,diesel,2,liftback,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,62,14900
Peugeot,406,mechanical,other,345000,1996,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,238,2100
Volvo,S40,mechanical,white,401235,2001,diesel,FALSE,diesel,1.9,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,58,4000
Mazda,Xedos 6,mechanical,other,277161,1994,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,535.24
Opel,Astra,mechanical,silver,220000,2009,diesel,FALSE,diesel,1.3,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,25,6150
Citroen,C3,automatic,other,131000,2010,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,23,5200
Volkswagen,Polo Sedan,mechanical,silver,17000,2018,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,107,11700
Peugeot,605,mechanical,blue,250000,1995,diesel,FALSE,diesel,2.1,sedan,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,65,700
Audi,A6,mechanical,grey,320000,2002,gas,TRUE,gasoline,2.4,universal,FALSE,emergency,front,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,194,5800
Opel,Signum,mechanical,grey,330000,2003,gasoline,FALSE,gasoline,2.2,hatchback,FALSE,owned,front,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,42,4900
Peugeot,208,automatic,other,81000,2013,gasoline,FALSE,gasoline,1.2,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,61,9700
Honda,Prelude,automatic,orange,200000,1985,gasoline,FALSE,gasoline,1.8,coupe,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,112,2600
Kia,Carnival,mechanical,silver,330000,1999,gasoline,FALSE,gasoline,2.5,minivan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,1500
Hyundai,Elantra,automatic,red,0,2019,gasoline,FALSE,gasoline,2,sedan,FALSE,new,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,16,21820.17
Audi,A8,automatic,silver,297000,2005,gasoline,FALSE,gasoline,3.7,sedan,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,80,11250
Skoda,Rapid,automatic,red,55000,2018,gasoline,FALSE,gasoline,1.4,liftback,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,91,15100
Rover,400-Series,mechanical,red,111111,1996,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,7,1600
Mazda,626,mechanical,red,395000,1992,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,168,1000
Renault,Scenic,mechanical,grey,290000,2000,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,132,3450
Citroen,C5,automatic,silver,256000,2000,gasoline,FALSE,gasoline,2,liftback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,69,3300
BMW,520,mechanical,black,265000,2001,diesel,FALSE,diesel,2,sedan,FALSE,owned,rear,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,159,5999
Suzuki,Grand Vitara,mechanical,red,248000,2000,gasoline,FALSE,gasoline,2,suv,FALSE,owned,all,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,313,6000
Mercedes-Benz,E300,mechanical,blue,422000,1994,diesel,FALSE,diesel,3,sedan,FALSE,owned,rear,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,48,8000
Opel,Astra,mechanical,blue,360000,1997,gasoline,FALSE,gasoline,1.8,universal,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,1000
Skoda,Superb,mechanical,silver,250000,2002,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,67,4500
Ford,Orion,mechanical,grey,345000,1988,gasoline,FALSE,gasoline,1.4,sedan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,700
Citroen,C5,mechanical,silver,300000,2001,diesel,FALSE,diesel,2,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,127,2500
Volkswagen,Passat,mechanical,grey,250000,1991,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1800
Renault,Logan,mechanical,silver,80000,2016,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,24,8100
Audi,A6,mechanical,grey,384000,2003,diesel,FALSE,diesel,2.5,universal,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,28,6000
Peugeot,5008,mechanical,silver,146000,2011,diesel,FALSE,diesel,1.6,minivan,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,66,10500
Hyundai,Solaris,mechanical,grey,59000,2015,gasoline,FALSE,gasoline,1.4,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,152,9000
Ford,C-Max,mechanical,silver,155000,2012,gasoline,FALSE,gasoline,1.6,minivan,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,132,9900
Volkswagen,Golf,mechanical,red,230000,1995,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,85,2000
Honda,Civic,automatic,silver,296000,2006,hybrid-petrol,FALSE,gasoline,1.3,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,66,4300
Audi,100,mechanical,red,257000,1988,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,62,3950
Ford,Fiesta,mechanical,blue,197000,2008,gasoline,FALSE,gasoline,1.3,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,5350
Volkswagen,Golf,automatic,black,245000,2009,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,88,7550
Audi,A4,mechanical,silver,220000,2003,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,61,6700
Mercedes-Benz,Viano,mechanical,silver,453100,2005,diesel,FALSE,diesel,2.2,minivan,FALSE,owned,all,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,6,11000
Kia,Rio,mechanical,white,77000,2013,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,8550
Volkswagen,Polo,automatic,silver,218700,2010,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,19,7800
Mazda,6,mechanical,black,196400,2008,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,133,8200
Peugeot,308,mechanical,white,128000,2011,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,15,6400
Citroen,C-ELYSÉE,mechanical,grey,14000,2017,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,11800
Mercedes-Benz,B180,automatic,black,280000,2006,diesel,FALSE,diesel,1.8,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,167,6900
Audi,80,mechanical,red,99999,1988,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,1400
Opel,Omega,mechanical,other,291000,1995,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,rear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1350
Volkswagen,Touran,mechanical,brown,250000,2015,diesel,FALSE,diesel,1.6,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,48,14100
Audi,A8,mechanical,silver,450000,2000,diesel,FALSE,diesel,2.5,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,91,6950
Volkswagen,T5,mechanical,yellow,223000,2013,diesel,FALSE,diesel,2,van,FALSE,owned,front,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,70,16250
BMW,520,mechanical,grey,333000,1982,gas,TRUE,gasoline,2,sedan,FALSE,owned,rear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28,600
Hyundai,i30,automatic,black,90000,2014,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,41,9950
Honda,Civic,automatic,white,131000,2011,hybrid-petrol,FALSE,gasoline,1.4,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,106,8500
Ford,Fusion,automatic,grey,138404,2014,gasoline,FALSE,gasoline,1.5,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,14,11200
Audi,RS6,automatic,silver,114000,2002,gasoline,FALSE,gasoline,4.2,universal,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,25,8500
Volkswagen,Passat,mechanical,violet,100000,1993,gasoline,FALSE,gasoline,1.8,universal,FALSE,owned,rear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,1500
Toyota,Corolla,mechanical,silver,325000,2003,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,5450
Land Rover,Range Rover Sport,automatic,other,117000,2009,gas,TRUE,gasoline,4.2,suv,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,73,12900
Toyota,Avensis,mechanical,blue,320000,2003,diesel,FALSE,diesel,2,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,90,7000
Honda,Civic,automatic,black,206000,2009,hybrid-petrol,FALSE,gasoline,1.4,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,73,6500
Nissan,Qashqai,mechanical,black,200000,2008,diesel,FALSE,diesel,1.5,suv,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,58,9550
Daewoo,Tacuma,mechanical,blue,249000,2001,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,3250
Audi,A8,automatic,silver,370000,1998,gasoline,FALSE,gasoline,2.8,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,90,5500
Geely,Emgrand,mechanical,red,219800,2014,gas,TRUE,gasoline,1.8,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,63,6500
Volkswagen,Sharan,mechanical,silver,256500,2003,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,41,6100
Citroen,XM,mechanical,blue,228700,1995,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65,1944.42
Mazda,3,automatic,black,199999,2006,gasoline,FALSE,gasoline,2.3,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,100,3990
Mercedes-Benz,C180,automatic,grey,206945,2012,gasoline,FALSE,gasoline,1.6,universal,FALSE,owned,rear,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,144,14600
Volkswagen,Tiguan,mechanical,blue,198730,2008,gasoline,FALSE,gasoline,1.4,suv,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,59,7250
Peugeot,308,automatic,black,103000,2011,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,86,7700
Audi,A6,mechanical,grey,370000,1998,gasoline,FALSE,gasoline,2.4,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,84,5200
Ford,Fiesta,mechanical,white,287000,2010,diesel,FALSE,diesel,1.4,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,166,5555
Renault,Megane,mechanical,white,300000,2000,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,1950
Skoda,Superb,mechanical,brown,257100,2009,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,167,7800
Opel,Corsa,mechanical,blue,251000,2008,diesel,FALSE,diesel,1.3,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,46,4299
Lexus,RX,automatic,red,202000,2011,gasoline,FALSE,gasoline,3.5,suv,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,63,16500
Volkswagen,Touareg,automatic,blue,260000,2005,diesel,FALSE,diesel,2.5,suv,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,637,11900
BMW,735,automatic,grey,300000,1999,gasoline,FALSE,gasoline,3.5,sedan,FALSE,owned,rear,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,35,4350
BMW,118,mechanical,silver,180000,2009,diesel,FALSE,diesel,2,hatchback,FALSE,owned,rear,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,253,9900
Dodge,Caravan,automatic,silver,134000,2005,gasoline,FALSE,gasoline,2.4,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,5299
Audi,A4,mechanical,silver,350000,2005,diesel,FALSE,diesel,2,universal,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,68,7800
Volkswagen,Golf,mechanical,green,208000,1996,diesel,FALSE,diesel,1.9,hatchback,FALSE,owned,front,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,13,3500
Skoda,Octavia,automatic,black,145000,2015,gasoline,FALSE,gasoline,1.6,liftback,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,9,13300
BMW,316,mechanical,silver,309000,2002,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,rear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,4800
Volkswagen,Golf,mechanical,blue,87000,2009,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69,8300
Hyundai,Tiburon,automatic,black,169000,2005,gasoline,FALSE,gasoline,2,coupe,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,85,5700
Renault,Laguna,mechanical,white,290000,2013,diesel,FALSE,diesel,1.5,universal,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,171,9950
Volvo,460,mechanical,other,344000,1994,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75,720
Chrysler,Pacifica,automatic,red,255000,2003,gas,TRUE,gasoline,3.5,minivan,FALSE,owned,all,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,26,7000
Suzuki,Baleno,mechanical,green,111111,1996,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,160,300
Mitsubishi,Pajero,mechanical,black,304000,2000,diesel,FALSE,diesel,3.2,suv,FALSE,owned,all,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,20,7750
Volkswagen,Passat,automatic,grey,350000,1991,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,69,2500
Nissan,Primera,mechanical,silver,370000,2000,diesel,FALSE,diesel,2,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,23,1150
Audi,A4,automatic,white,148000,2012,gasoline,FALSE,gasoline,3,sedan,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,19,17000
Audi,A4,automatic,silver,260000,2002,gas,TRUE,gasoline,1.8,universal,FALSE,owned,all,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,230,6950
Volkswagen,Passat,mechanical,grey,323852,2010,diesel,FALSE,diesel,1.6,universal,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,24,9000
Volkswagen,Golf,mechanical,white,98000,1994,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,118,1800
Citroen,Jumper,mechanical,blue,350000,1995,diesel,FALSE,diesel,2.5,van,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,77,4100
Peugeot,406,mechanical,silver,271000,1998,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,88,1499
Skoda,Kodiaq,automatic,silver,0,2019,diesel,FALSE,diesel,2,suv,TRUE,new,all,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,38638.91
Renault,Laguna,automatic,white,297415,2003,diesel,FALSE,diesel,2.2,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,58,3700
Ford,Mondeo,mechanical,silver,300000,1999,gasoline,FALSE,gasoline,1.8,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,88,1000
Volkswagen,Passat,mechanical,grey,337500,1992,gasoline,FALSE,gasoline,2,universal,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,1600
Ford,Galaxy,mechanical,grey,228000,2007,diesel,FALSE,diesel,2,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,23,9000
